table_schema,table_name,column_name,data_type,is_nullable,column_default
public,messages,delivered_at,timestamp with time zone,YES,null
public,notifications,id,uuid,NO,gen_random_uuid()
public,notifications,company_id,uuid,YES,null
public,notifications,user_id,uuid,YES,null
public,notifications,type,USER-DEFINED,YES,'in_app'::notification_type_enum
public,notifications,title,text,NO,null
public,notifications,message,text,NO,null
public,notifications,data,jsonb,YES,'{}'::jsonb
public,notifications,status,USER-DEFINED,YES,'pending'::notification_status_enum
public,notifications,scheduled_for,timestamp with time zone,YES,now()
public,notifications,sent_at,timestamp with time zone,YES,null
public,notifications,read_at,timestamp with time zone,YES,null
public,notifications,created_at,timestamp with time zone,YES,now()
public,notifications,expires_at,timestamp with time zone,YES,null
public,notifications,action_url,text,YES,null
public,payments,id,uuid,NO,gen_random_uuid()
public,payments,company_id,uuid,YES,null
public,payments,invoice_id,uuid,YES,null
public,payments,customer_id,uuid,NO,null
public,payments,payment_method,text,YES,'cash'::text
public,payments,amount,numeric,NO,null
public,payments,status,USER-DEFINED,YES,'pending'::payment_status_enum
public,payments,reference_number,text,YES,null
public,payments,transaction_id,text,YES,null
public,payments,payment_date,date,YES,CURRENT_DATE
public,payments,notes,text,YES,null
public,payments,created_at,timestamp with time zone,YES,now()
public,payments,updated_at,timestamp with time zone,YES,now()
public,payments,received_at,timestamp with time zone,YES,now()
public,payments,gateway_response,jsonb,YES,null
public,payments,refund_amount,numeric,YES,0
public,payments,refund_date,date,YES,null
public,payroll_line_items,id,uuid,NO,gen_random_uuid()
public,payroll_line_items,payroll_run_id,uuid,YES,null
public,payroll_line_items,employee_id,uuid,YES,null
public,payroll_line_items,regular_hours,numeric,YES,0.00
public,payroll_line_items,overtime_hours,numeric,YES,0.00
public,payroll_line_items,regular_pay,numeric,YES,0.00
public,payroll_line_items,overtime_pay,numeric,YES,0.00
public,payroll_line_items,gross_pay,numeric,YES,0.00
public,payroll_line_items,deductions,numeric,YES,0.00
public,payroll_line_items,net_pay,numeric,YES,0.00
public,payroll_line_items,created_at,timestamp with time zone,YES,now()
public,payroll_runs,id,uuid,NO,gen_random_uuid()
public,payroll_runs,company_id,uuid,YES,null
public,payroll_runs,pay_period_start,date,NO,null
public,payroll_runs,pay_period_end,date,NO,null
public,payroll_runs,pay_date,date,NO,null
public,payroll_runs,status,USER-DEFINED,YES,'draft'::payroll_run_status_enum
public,payroll_runs,total_gross,numeric,YES,0.00
public,payroll_runs,total_deductions,numeric,YES,0.00
public,payroll_runs,total_net,numeric,YES,0.00
public,payroll_runs,processed_by,uuid,YES,null
public,payroll_runs,created_at,timestamp with time zone,YES,now()
public,payroll_runs,updated_at,timestamp with time zone,YES,now()
public,permissions,id,uuid,NO,gen_random_uuid()
public,permissions,name,text,NO,null
public,permissions,description,text,YES,null
public,permissions,level,integer,NO,null
public,permissions,created_at,timestamp with time zone,YES,now()
public,profiles,id,uuid,NO,gen_random_uuid()
public,profiles,user_id,uuid,YES,null
public,profiles,first_name,text,NO,null
public,profiles,last_name,text,NO,null
public,profiles,phone,text,YES,null
public,profiles,avatar_url,text,YES,null
public,profiles,preferences,jsonb,YES,'{}'::jsonb
public,profiles,created_at,timestamp with time zone,YES,now()
public,profiles,updated_at,timestamp with time zone,YES,now()
public,profiles,status,USER-DEFINED,YES,'active'::employee_status_enum
public,profiles,emergency_contact_phone,text,YES,null
public,profiles,hire_date,date,YES,null
public,purchase_order_line_items,id,uuid,NO,gen_random_uuid()
public,purchase_order_line_items,purchase_order_id,uuid,YES,null
public,purchase_order_line_items,inventory_item_id,uuid,YES,null
public,purchase_order_line_items,description,text,NO,null
public,purchase_order_line_items,quantity,numeric,NO,null
public,purchase_order_line_items,unit_price,numeric,NO,null
public,purchase_order_line_items,total_price,numeric,YES,null
public,purchase_order_line_items,quantity_received,numeric,YES,0
public,purchase_order_line_items,sort_order,integer,YES,0
public,purchase_order_line_items,created_at,timestamp with time zone,YES,now()
public,purchase_orders,id,uuid,NO,gen_random_uuid()
public,purchase_orders,company_id,uuid,YES,null
public,purchase_orders,vendor_id,uuid,NO,null
public,purchase_orders,work_order_id,uuid,YES,null
public,purchase_orders,po_number,text,NO,null
public,purchase_orders,status,text,YES,'draft'::text
public,purchase_orders,order_date,date,YES,CURRENT_DATE
public,purchase_orders,expected_date,date,YES,null
public,purchase_orders,subtotal,numeric,YES,0.00
public,purchase_orders,tax_amount,numeric,YES,0.00
public,purchase_orders,shipping_amount,numeric,YES,0.00
public,purchase_orders,total_amount,numeric,YES,0.00
public,purchase_orders,notes,text,YES,null
public,purchase_orders,created_by,uuid,YES,null
public,purchase_orders,created_at,timestamp with time zone,YES,now()
public,purchase_orders,updated_at,timestamp with time zone,YES,now()
public,schedule_events,id,uuid,NO,gen_random_uuid()
public,schedule_events,company_id,uuid,YES,null
public,schedule_events,work_order_id,uuid,YES,null
public,schedule_events,user_id,uuid,YES,null
public,schedule_events,title,text,NO,null
public,schedule_events,description,text,YES,null
public,schedule_events,start_time,timestamp with time zone,NO,null
public,schedule_events,end_time,timestamp with time zone,NO,null
public,schedule_events,all_day,boolean,YES,false
public,schedule_events,location,text,YES,null
public,schedule_events,status,text,YES,'scheduled'::text
public,schedule_events,created_at,timestamp with time zone,YES,now()
public,schedule_events,updated_at,timestamp with time zone,YES,now()
public,service_categories,id,uuid,NO,gen_random_uuid()
public,service_categories,company_id,uuid,YES,null
public,service_categories,name,text,NO,null
public,service_categories,description,text,YES,null
public,service_categories,icon_url,text,YES,null
public,service_categories,color,text,YES,'#6b7280'::text
public,service_categories,sort_order,integer,YES,0
public,service_categories,is_active,boolean,YES,true
public,service_categories,created_at,timestamp with time zone,YES,now()
public,service_types,id,uuid,NO,gen_random_uuid()
public,service_types,category_id,uuid,YES,null
public,service_types,name,text,NO,null
public,service_types,description,text,YES,null
public,service_types,base_price,numeric,YES,0.00
public,service_types,estimated_duration,text,YES,'2 hours'::text
public,service_types,requires_permit,boolean,YES,false
public,service_types,is_active,boolean,YES,true
public,service_types,created_at,timestamp with time zone,YES,now()
public,subscriptions,id,uuid,NO,gen_random_uuid()
public,subscriptions,company_id,uuid,YES,null
public,subscriptions,billing_plan_id,uuid,YES,null
public,subscriptions,status,text,YES,'active'::text
public,subscriptions,current_period_start,timestamp with time zone,YES,null
public,subscriptions,current_period_end,timestamp with time zone,YES,null
public,subscriptions,trial_end,timestamp with time zone,YES,null
public,subscriptions,created_at,timestamp with time zone,YES,now()
public,subscriptions,updated_at,timestamp with time zone,YES,now()
public,taxes,id,uuid,NO,gen_random_uuid()
public,taxes,company_id,uuid,YES,null
public,taxes,name,text,NO,null
public,taxes,tax_type,USER-DEFINED,YES,'sales_tax'::tax_type_enum
public,taxes,rate,numeric,NO,null
public,taxes,description,text,YES,null
public,taxes,is_active,boolean,YES,true
public,taxes,created_at,timestamp with time zone,YES,now()
public,tools,id,uuid,NO,gen_random_uuid()
public,tools,company_id,uuid,YES,null
public,tools,tool_number,text,NO,null
public,tools,name,text,NO,null
public,tools,description,text,YES,null
public,tools,category,text,YES,null
public,tools,manufacturer,text,YES,null
public,tools,model,text,YES,null
public,tools,serial_number,text,YES,null
public,tools,purchase_date,date,YES,null
public,tools,purchase_price,numeric,YES,0.00
public,tools,current_value,numeric,YES,0.00
public,tools,status,USER-DEFINED,YES,'available'::tool_status_enum
public,tools,assigned_to,uuid,YES,null
public,tools,location,text,YES,null
public,tools,maintenance_schedule,text,YES,null
public,tools,last_maintenance,date,YES,null
public,tools,next_maintenance,date,YES,null
public,tools,warranty_expiry,date,YES,null
public,tools,notes,text,YES,null
public,tools,created_at,timestamp with time zone,YES,now()
public,tools,updated_at,timestamp with time zone,YES,now()
public,user_dashboard_settings,id,uuid,NO,gen_random_uuid()
public,user_dashboard_settings,user_id,uuid,NO,null
public,user_dashboard_settings,dashboard_config,jsonb,YES,'{}'::jsonb
public,user_dashboard_settings,widget_preferences,jsonb,YES,'{}'::jsonb
public,user_dashboard_settings,layout_settings,jsonb,YES,'{}'::jsonb
public,user_dashboard_settings,theme_settings,jsonb,YES,'{}'::jsonb
public,user_dashboard_settings,notification_preferences,jsonb,YES,'{}'::jsonb
public,user_dashboard_settings,created_at,timestamp with time zone,YES,now()
public,user_dashboard_settings,updated_at,timestamp with time zone,YES,now()
public,users,id,uuid,NO,gen_random_uuid()
public,users,auth_user_id,uuid,YES,null
public,users,company_id,uuid,YES,null
public,users,role,USER-DEFINED,NO,'technician'::user_role_enum
public,users,status,USER-DEFINED,NO,'active'::employee_status_enum
public,users,created_at,timestamp with time zone,YES,now()
public,users,updated_at,timestamp with time zone,YES,now()
public,users,login_count,integer,YES,0
public,vendors,id,uuid,NO,gen_random_uuid()
public,vendors,company_id,uuid,YES,null
public,vendors,vendor_number,text,NO,null
public,vendors,name,text,NO,null
public,vendors,vendor_type,USER-DEFINED,YES,'supplier'::vendor_type_enum
public,vendors,contact_name,text,YES,null
public,vendors,email,text,YES,null
public,vendors,phone,text,YES,null
public,vendors,website,text,YES,null
public,vendors,address_line1,text,YES,null
public,vendors,address_line2,text,YES,null
public,vendors,city,text,YES,null
public,vendors,state_province,text,YES,null
public,vendors,postal_code,text,YES,null
public,vendors,country,text,YES,'US'::text
public,vendors,tax_id,text,YES,null
public,vendors,payment_terms,text,YES,'NET30'::text
public,vendors,credit_limit,numeric,YES,0.00
public,vendors,is_active,boolean,YES,true
public,vendors,created_at,timestamp with time zone,YES,now()
public,vendors,updated_at,timestamp with time zone,YES,now()
public,work_order_attachments,id,uuid,NO,gen_random_uuid()
public,work_order_attachments,work_order_id,uuid,YES,null
public,work_order_attachments,file_name,text,NO,null
public,work_order_attachments,file_url,text,NO,null
public,work_order_attachments,file_type,text,YES,null
public,work_order_attachments,file_size,integer,YES,null
public,work_order_attachments,uploaded_by,uuid,YES,null
public,work_order_attachments,created_at,timestamp with time zone,YES,now()
public,work_order_line_items,id,uuid,NO,gen_random_uuid()
public,work_order_line_items,work_order_id,uuid,YES,null
public,work_order_line_items,line_type,USER-DEFINED,NO,null
public,work_order_line_items,description,text,NO,null
public,work_order_line_items,quantity,numeric,YES,1.000
public,work_order_line_items,unit_price,numeric,NO,null
public,work_order_line_items,total_price,numeric,YES,null
public,work_order_line_items,tax_rate,numeric,YES,0.0000
public,work_order_line_items,sort_order,integer,YES,0
public,work_order_line_items,created_at,timestamp with time zone,YES,now()
public,work_order_notes,id,uuid,NO,gen_random_uuid()
public,work_order_notes,work_order_id,uuid,YES,null
public,work_order_notes,user_id,uuid,YES,null
public,work_order_notes,note_type,text,YES,'general'::text
public,work_order_notes,content,text,NO,null
public,work_order_notes,is_internal,boolean,YES,false
public,work_order_notes,created_at,timestamp with time zone,YES,now()
public,work_orders,id,uuid,NO,gen_random_uuid()
public,work_orders,company_id,uuid,YES,null
public,work_orders,work_order_number,text,NO,null
public,work_orders,customer_id,uuid,YES,null
public,work_orders,customer_address_id,uuid,YES,null
public,work_orders,service_category_id,uuid,YES,null
public,work_orders,service_type_id,uuid,YES,null
public,work_orders,status,USER-DEFINED,YES,'draft'::work_order_status_enum
public,work_orders,priority,USER-DEFINED,YES,'normal'::work_order_priority_enum
public,work_orders,title,text,NO,null
public,work_orders,description,text,YES,null
public,work_orders,scheduled_start,timestamp with time zone,YES,null
public,work_orders,scheduled_end,timestamp with time zone,YES,null
public,work_orders,actual_start,timestamp with time zone,YES,null
public,work_orders,actual_end,timestamp with time zone,YES,null
public,work_orders,assigned_to,uuid,YES,null
public,work_orders,created_by,uuid,YES,null
public,work_orders,subtotal,numeric,YES,0.00
public,work_orders,tax_amount,numeric,YES,0.00
public,work_orders,total_amount,numeric,YES,0.00
public,work_orders,notes,text,YES,null
public,work_orders,internal_notes,text,YES,null
public,work_orders,requires_signature,boolean,YES,true
public,work_orders,customer_signature_url,text,YES,null
public,work_orders,technician_signature_url,text,YES,null
public,work_orders,completion_photos,ARRAY,YES,null
public,work_orders,created_at,timestamp with time zone,YES,now()
public,work_orders,updated_at,timestamp with time zone,YES,now()
public,work_orders,customer_feedback,text,YES,null
public,work_orders_dashboard,id,uuid,YES,null
public,work_orders_dashboard,work_order_number,text,YES,null
public,work_orders_dashboard,status,USER-DEFINED,YES,null
public,work_orders_dashboard,priority,USER-DEFINED,YES,null
public,work_orders_dashboard,title,text,YES,null
public,work_orders_dashboard,scheduled_start,timestamp with time zone,YES,null
public,work_orders_dashboard,scheduled_end,timestamp with time zone,YES,null
public,work_orders_dashboard,actual_start,timestamp with time zone,YES,null
public,work_orders_dashboard,actual_end,timestamp with time zone,YES,null
public,work_orders_dashboard,total_amount,numeric,YES,null
public,work_orders_dashboard,created_at,timestamp with time zone,YES,null
public,work_orders_dashboard,updated_at,timestamp with time zone,YES,null
public,work_orders_dashboard,customer_number,text,YES,null
public,work_orders_dashboard,customer_name,text,YES,null
public,work_orders_dashboard,customer_phone,text,YES,null
public,work_orders_dashboard,customer_email,text,YES,null
public,work_orders_dashboard,service_address,text,YES,null
public,work_orders_dashboard,service_category,text,YES,null
public,work_orders_dashboard,service_type,text,YES,null
public,work_orders_dashboard,assigned_technician,text,YES,null
public,work_orders_dashboard,technician_role,USER-DEFINED,YES,null
public,work_orders_dashboard,is_overdue,boolean,YES,null
public,work_orders_dashboard,is_due_soon,boolean,YES,null
public,work_orders_dashboard,financial_status,text,YES,null
public,work_orders_summary,id,uuid,YES,null
public,work_orders_summary,work_order_number,text,YES,null
public,work_orders_summary,status,USER-DEFINED,YES,null
public,work_orders_summary,priority,USER-DEFINED,YES,null
public,work_orders_summary,title,text,YES,null
public,work_orders_summary,scheduled_start,timestamp with time zone,YES,null
public,work_orders_summary,scheduled_end,timestamp with time zone,YES,null
public,work_orders_summary,total_amount,numeric,YES,null
public,work_orders_summary,customer_name,text,YES,null
public,work_orders_summary,company_name,text,YES,null
public,work_orders_summary,service_address,text,YES,null
public,work_orders_summary,service_category,text,YES,null
public,work_orders_summary,service_type,text,YES,null
public,work_orders_summary,assigned_technician,text,YES,null
public,work_orders_summary,created_at,timestamp with time zone,YES,null
public,work_orders_summary,updated_at,timestamp with time zone,YES,null
realtime,messages,topic,text,NO,null
realtime,messages,extension,text,NO,null
realtime,messages,payload,jsonb,YES,null
realtime,messages,event,text,YES,null
realtime,messages,private,boolean,YES,false
realtime,messages,updated_at,timestamp without time zone,NO,now()
realtime,messages,inserted_at,timestamp without time zone,NO,now()
realtime,messages,id,uuid,NO,gen_random_uuid()
realtime,schema_migrations,version,bigint,NO,null
realtime,schema_migrations,inserted_at,timestamp without time zone,YES,null
realtime,subscription,id,bigint,NO,null
realtime,subscription,subscription_id,uuid,NO,null
realtime,subscription,entity,regclass,NO,null
realtime,subscription,filters,ARRAY,NO,'{}'::realtime.user_defined_filter[]
realtime,subscription,claims,jsonb,NO,null
realtime,subscription,claims_role,regrole,NO,null
realtime,subscription,created_at,timestamp without time zone,NO,"timezone('utc'::text, now())"
storage,buckets,id,text,NO,null
storage,buckets,name,text,NO,null
storage,buckets,owner,uuid,YES,null
storage,buckets,created_at,timestamp with time zone,YES,now()
storage,buckets,updated_at,timestamp with time zone,YES,now()
storage,buckets,public,boolean,YES,false
storage,buckets,avif_autodetection,boolean,YES,false
storage,buckets,file_size_limit,bigint,YES,null
storage,buckets,allowed_mime_types,ARRAY,YES,null
storage,buckets,owner_id,text,YES,null
storage,migrations,id,integer,NO,null
storage,migrations,name,character varying,NO,null
storage,migrations,hash,character varying,NO,null
storage,migrations,executed_at,timestamp without time zone,YES,CURRENT_TIMESTAMP
storage,objects,id,uuid,NO,gen_random_uuid()
storage,objects,bucket_id,text,YES,null
storage,objects,name,text,YES,null
storage,objects,owner,uuid,YES,null
storage,objects,created_at,timestamp with time zone,YES,now()
storage,objects,updated_at,timestamp with time zone,YES,now()
storage,objects,last_accessed_at,timestamp with time zone,YES,now()
storage,objects,metadata,jsonb,YES,null
storage,objects,path_tokens,ARRAY,YES,null
storage,objects,version,text,YES,null
storage,objects,owner_id,text,YES,null
storage,objects,user_metadata,jsonb,YES,null
storage,s3_multipart_uploads,id,text,NO,null
storage,s3_multipart_uploads,in_progress_size,bigint,NO,0
storage,s3_multipart_uploads,upload_signature,text,NO,null
storage,s3_multipart_uploads,bucket_id,text,NO,null
storage,s3_multipart_uploads,key,text,NO,null
storage,s3_multipart_uploads,version,text,NO,null
storage,s3_multipart_uploads,owner_id,text,YES,null
storage,s3_multipart_uploads,created_at,timestamp with time zone,NO,now()
storage,s3_multipart_uploads,user_metadata,jsonb,YES,null
storage,s3_multipart_uploads_parts,id,uuid,NO,gen_random_uuid()
storage,s3_multipart_uploads_parts,upload_id,text,NO,null
storage,s3_multipart_uploads_parts,size,bigint,NO,0
storage,s3_multipart_uploads_parts,part_number,integer,NO,null
storage,s3_multipart_uploads_parts,bucket_id,text,NO,null
storage,s3_multipart_uploads_parts,key,text,NO,null
storage,s3_multipart_uploads_parts,etag,text,NO,null
storage,s3_multipart_uploads_parts,owner_id,text,YES,null
storage,s3_multipart_uploads_parts,version,text,NO,null
storage,s3_multipart_uploads_parts,created_at,timestamp with time zone,NO,now()
vault,decrypted_secrets,id,uuid,YES,null
vault,decrypted_secrets,name,text,YES,null
vault,decrypted_secrets,description,text,YES,null
vault,decrypted_secrets,secret,text,YES,null
vault,decrypted_secrets,decrypted_secret,text,YES,null
vault,decrypted_secrets,key_id,uuid,YES,null
vault,decrypted_secrets,nonce,bytea,YES,null
vault,decrypted_secrets,created_at,timestamp with time zone,YES,null
vault,decrypted_secrets,updated_at,timestamp with time zone,YES,null
vault,secrets,id,uuid,NO,gen_random_uuid()
vault,secrets,name,text,YES,null
vault,secrets,description,text,NO,''::text
vault,secrets,secret,text,NO,null
vault,secrets,key_id,uuid,YES,null
vault,secrets,nonce,bytea,YES,vault._crypto_aead_det_noncegen()
vault,secrets,created_at,timestamp with time zone,NO,CURRENT_TIMESTAMP
vault,secrets,updated_at,timestamp with time zone,NO,CURRENT_TIMESTAMP
