table_name,constraint_type,constraint_name,column_name,foreign_table,foreign_column
messages,FOREIGN KEY,messages_company_id_fkey,company_id,companies,id
messages,FOREIGN KEY,messages_customer_id_fkey,customer_id,customers,id
messages,FOREIGN KEY,messages_sender_id_fkey,sender_id,users,id
messages,FOREIGN KEY,messages_work_order_id_fkey,work_order_id,work_orders,id
messages,PRIMARY KEY,messages_pkey,id,messages,id
messages,PRIMARY KEY,messages_pkey,id,messages,id
messages,PRIMARY KEY,messages_pkey,inserted_at,messages,id
messages,PRIMARY KEY,messages_pkey,id,messages,inserted_at
messages,PRIMARY KEY,messages_pkey,id,messages,id
messages,PRIMARY KEY,messages_pkey,id,messages,inserted_at
messages,PRIMARY KEY,messages_pkey,inserted_at,messages,id
messages,PRIMARY KEY,messages_pkey,inserted_at,messages,inserted_at
messages,PRIMARY KEY,messages_pkey,id,messages,id
notifications,CHECK,2200_18735_1_not_null,null,null,null
notifications,CHECK,2200_18735_5_not_null,null,null,null
notifications,CHECK,2200_18735_6_not_null,null,null,null
notifications,CHECK,chk_notifications_message_not_empty,null,notifications,message
notifications,CHECK,chk_notifications_read_after_sent,null,notifications,read_at
notifications,CHECK,chk_notifications_read_after_sent,null,notifications,sent_at
notifications,FOREIGN KEY,notifications_company_id_fkey,company_id,companies,id
notifications,FOREIGN KEY,notifications_user_id_fkey,user_id,users,id
notifications,PRIMARY KEY,notifications_pkey,id,notifications,id
onboarding_progress,CHECK,2200_21032_1_not_null,null,null,null
onboarding_progress,CHECK,2200_21032_2_not_null,null,null,null
onboarding_progress,FOREIGN KEY,onboarding_progress_company_id_fkey,company_id,companies,id
onboarding_progress,PRIMARY KEY,onboarding_progress_pkey,id,onboarding_progress,id
onboarding_progress,UNIQUE,onboarding_progress_company_id_key,company_id,onboarding_progress,company_id
payment_deliveries,CHECK,2200_24232_10_not_null,null,null,null
payment_deliveries,CHECK,2200_24232_12_not_null,null,null,null
payment_deliveries,CHECK,2200_24232_1_not_null,null,null,null
payment_deliveries,CHECK,2200_24232_2_not_null,null,null,null
payment_deliveries,CHECK,2200_24232_3_not_null,null,null,null
payment_deliveries,CHECK,2200_24232_4_not_null,null,null,null
payment_deliveries,CHECK,2200_24232_7_not_null,null,null,null
payment_deliveries,CHECK,payment_deliveries_delivery_method_check,null,payment_deliveries,delivery_method
payment_deliveries,CHECK,payment_deliveries_delivery_status_check,null,payment_deliveries,delivery_status
payment_deliveries,FOREIGN KEY,payment_deliveries_company_id_fkey,company_id,companies,id
payment_deliveries,FOREIGN KEY,payment_deliveries_payment_id_fkey,payment_id,payments,id
payment_deliveries,PRIMARY KEY,payment_deliveries_pkey,id,payment_deliveries,id
payment_settings,CHECK,2200_21051_1_not_null,null,null,null
payment_settings,CHECK,2200_21051_2_not_null,null,null,null
payment_settings,CHECK,payment_settings_default_payment_method_check,null,payment_settings,default_payment_method
payment_settings,FOREIGN KEY,payment_settings_company_id_fkey,company_id,companies,id
payment_settings,FOREIGN KEY,payment_settings_invoice_template_id_fkey,invoice_template_id,document_templates,id
payment_settings,PRIMARY KEY,payment_settings_pkey,id,payment_settings,id
payment_settings,UNIQUE,payment_settings_company_id_key,company_id,payment_settings,company_id
payments,CHECK,2200_18301_1_not_null,null,null,null
payments,CHECK,2200_18301_4_not_null,null,null,null
payments,CHECK,2200_18301_6_not_null,null,null,null
payments,CHECK,chk_payments_payment_method_not_empty,null,payments,payment_method
payments,CHECK,payments_amount_check,null,payments,amount
payments,CHECK,payments_payment_method_check,null,payments,payment_method
payments,FOREIGN KEY,payments_company_id_fkey,company_id,companies,id
payments,FOREIGN KEY,payments_customer_id_fkey,customer_id,customers,id
payments,FOREIGN KEY,payments_invoice_id_fkey,invoice_id,invoices,id
payments,PRIMARY KEY,payments_pkey,id,payments,id
payroll_line_items,CHECK,2200_18463_1_not_null,null,null,null
payroll_line_items,FOREIGN KEY,payroll_line_items_employee_id_fkey,employee_id,employees,id
payroll_line_items,FOREIGN KEY,payroll_line_items_payroll_run_id_fkey,payroll_run_id,payroll_runs,id
payroll_line_items,PRIMARY KEY,payroll_line_items_pkey,id,payroll_line_items,id
payroll_runs,CHECK,2200_18440_1_not_null,null,null,null
payroll_runs,CHECK,2200_18440_3_not_null,null,null,null
payroll_runs,CHECK,2200_18440_4_not_null,null,null,null
payroll_runs,CHECK,2200_18440_5_not_null,null,null,null
payroll_runs,CHECK,chk_payroll_period,null,payroll_runs,pay_period_start
payroll_runs,CHECK,chk_payroll_period,null,payroll_runs,pay_period_end
payroll_runs,CHECK,chk_payroll_totals,null,payroll_runs,total_gross
payroll_runs,CHECK,chk_payroll_totals,null,payroll_runs,total_net
payroll_runs,FOREIGN KEY,payroll_runs_company_id_fkey,company_id,companies,id
payroll_runs,FOREIGN KEY,payroll_runs_processed_by_fkey,processed_by,users,id
payroll_runs,PRIMARY KEY,payroll_runs_pkey,id,payroll_runs,id
permissions,CHECK,2200_17816_1_not_null,null,null,null
permissions,CHECK,2200_17816_2_not_null,null,null,null
permissions,CHECK,2200_17816_4_not_null,null,null,null
permissions,CHECK,permissions_level_check,null,permissions,level
permissions,PRIMARY KEY,permissions_pkey,id,permissions,id
permissions,UNIQUE,permissions_name_key,name,permissions,name
profiles,CHECK,2200_17798_1_not_null,null,null,null
profiles,CHECK,2200_17798_3_not_null,null,null,null
profiles,CHECK,2200_17798_4_not_null,null,null,null
profiles,CHECK,chk_profiles_name_not_empty,null,profiles,last_name
profiles,CHECK,chk_profiles_name_not_empty,null,profiles,first_name
profiles,CHECK,chk_profiles_phone_format,null,profiles,phone
profiles,CHECK,profiles_avatar_url_check,null,profiles,avatar_url
profiles,CHECK,profiles_phone_check,null,profiles,phone
profiles,FOREIGN KEY,profiles_company_id_fkey,company_id,companies,id
profiles,FOREIGN KEY,profiles_user_id_fkey,user_id,users,id
profiles,PRIMARY KEY,profiles_pkey,id,profiles,id
purchase_order_line_items,CHECK,2200_18654_1_not_null,null,null,null
purchase_order_line_items,CHECK,2200_18654_4_not_null,null,null,null
purchase_order_line_items,CHECK,2200_18654_5_not_null,null,null,null
purchase_order_line_items,CHECK,2200_18654_6_not_null,null,null,null
purchase_order_line_items,FOREIGN KEY,purchase_order_line_items_inventory_item_id_fkey,inventory_item_id,inventory_items,id
purchase_order_line_items,FOREIGN KEY,purchase_order_line_items_purchase_order_id_fkey,purchase_order_id,purchase_orders,id
purchase_order_line_items,PRIMARY KEY,purchase_order_line_items_pkey,id,purchase_order_line_items,id
purchase_orders,CHECK,2200_18615_1_not_null,null,null,null
purchase_orders,CHECK,2200_18615_3_not_null,null,null,null
purchase_orders,CHECK,2200_18615_5_not_null,null,null,null
purchase_orders,CHECK,purchase_orders_status_check,null,purchase_orders,status
purchase_orders,FOREIGN KEY,purchase_orders_company_id_fkey,company_id,companies,id
purchase_orders,FOREIGN KEY,purchase_orders_created_by_fkey,created_by,users,id
purchase_orders,FOREIGN KEY,purchase_orders_vendor_id_fkey,vendor_id,vendors,id
purchase_orders,FOREIGN KEY,purchase_orders_work_order_id_fkey,work_order_id,work_orders,id
purchase_orders,PRIMARY KEY,purchase_orders_pkey,id,purchase_orders,id
purchase_orders,UNIQUE,purchase_orders_po_number_key,po_number,purchase_orders,po_number
quote_analytics,CHECK,2200_23460_1_not_null,null,null,null
quote_analytics,CHECK,2200_23460_4_not_null,null,null,null
quote_analytics,FOREIGN KEY,quote_analytics_company_id_fkey,company_id,companies,id
